DATE,DGS20
2020-02-20,1.81
2020-02-21,1.75
2020-02-24,1.68
2020-02-25,1.63
2020-02-26,1.64
2020-02-27,1.61
2020-02-28,1.46
2020-03-02,1.46
2020-03-03,1.44
2020-03-04,1.45
2020-03-05,1.34
2020-03-06,1.09
2020-03-09,0.87
2020-03-10,1.16
2020-03-11,1.13
2020-03-12,1.27
2020-03-13,1.31
2020-03-16,1.10
2020-03-17,1.45
2020-03-18,1.60
2020-03-19,1.56
2020-03-20,1.35
2020-03-23,1.12
2020-03-24,1.19
2020-03-25,1.23
2020-03-26,1.20
