DATE,DGS30
2020-02-20,1.97
2020-02-21,1.90
2020-02-24,1.84
2020-02-25,1.80
2020-02-26,1.81
2020-02-27,1.79
2020-02-28,1.65
2020-03-02,1.66
2020-03-03,1.64
2020-03-04,1.67
2020-03-05,1.56
2020-03-06,1.25
2020-03-09,0.99
2020-03-10,1.28
2020-03-11,1.30
2020-03-12,1.49
2020-03-13,1.56
2020-03-16,1.34
2020-03-17,1.63
2020-03-18,1.77
2020-03-19,1.78
2020-03-20,1.55
2020-03-23,1.33
2020-03-24,1.39
2020-03-25,1.45
2020-03-26,1.42
